venta_id,cliente_id,fecha_venta,producto_id,cantidad,precio_unitario,total_venta,canal_venta
2025-486,25,2025-01-18,6,1,337210,337210,App
2025-487,284,2025-05-26,3,4,113864,455456,Tienda Física
2025-488,56,2025-06-04,1,4,615151,2460604,Web
2025-489,68,2025-10-29,1,2,732927,1465854,Tienda Física
2025-490,6,2025-10-07,6,1,472092,472092,Web
2025-491,25,2025-05-28,6,2,657534,1315068,App
2025-492,66,2025-10-28,2,3,314958,944874,Tienda Física
2025-493,114,2025-04-21,1,3,31650,94950,Tienda Física
2025-494,26,2025-08-26,6,2,90428,180856,Web
2025-495,193,2025-02-20,3,3,328903,986709,App
2025-496,275,2025-12-04,4,3,392811,1178433,Tienda Física
2025-497,289,2025-01-28,3,4,324493,1297972,Web
2025-498,37,2025-04-09,2,3,212210,636630,App
2025-499,126,2025-12-09,4,2,418213,836426,Tienda Física
2025-500,173,2025-02-15,4,3,243462,730386,App
2025-501,85,2025-10-09,5,1,652536,652536,Web
2025-502,134,2025-05-31,3,4,726118,2904472,Tienda Física
2025-503,158,2025-03-18,3,2,671334,1342668,Tienda Física
2025-504,225,2025-11-09,3,1,638177,638177,Tienda Física
2025-505,168,2025-06-19,2,4,749667,2998668,Tienda Física
2025-506,134,2025-12-13,1,1,44924,44924,Web
2025-507,287,2025-01-21,2,4,12159,48636,Web
2025-508,77,2025-06-26,4,1,415237,415237,Web
2025-509,92,2025-01-28,1,2,433448,866896,App
2025-510,297,2025-05-14,3,1,639756,639756,App
2025-511,75,2025-05-22,2,4,776722,3106888,Tienda Física
2025-512,225,2025-06-01,3,2,261839,523678,Web
2025-513,237,2025-02-04,6,1,32499,32499,Web
2025-514,126,2025-12-11,2,1,450210,450210,Tienda Física
2025-515,211,2025-01-25,6,3,561752,1685256,Web
2025-516,42,2025-12-02,4,4,142534,570136,App
2025-517,34,2025-12-11,5,1,443797,443797,Web
2025-518,122,2025-03-11,1,4,355578,1422312,Tienda Física
2025-519,287,2025-01-10,6,1,557571,557571,App
2025-520,88,2025-09-01,5,1,452846,452846,Tienda Física
2025-521,4,2025-07-10,1,1,318360,318360,App
2025-522,209,2025-09-29,3,1,106502,106502,Web
2025-523,276,2025-03-20,2,3,488977,1466931,Web
2025-524,13,2025-09-17,2,1,644044,644044,Tienda Física
2025-525,105,2025-01-08,3,4,710606,2842424,App
2025-526,256,2025-01-09,6,1,643316,643316,Web
2025-527,298,2025-06-13,5,4,551220,2204880,App
2025-528,73,2025-11-04,2,2,173639,347278,Tienda Física
2025-529,103,2025-10-23,5,3,709597,2128791,App
2025-530,179,2025-07-16,1,3,279745,839235,Tienda Física
2025-531,209,2025-05-10,1,1,479862,479862,App
2025-532,70,2025-07-14,2,3,173402,520206,App
2025-533,192,2025-11-21,3,2,233034,466068,Tienda Física
2025-534,144,2025-08-04,1,4,594718,2378872,Web
2025-535,35,2025-07-02,6,1,15586,15586,App
2025-536,100,2025-01-07,6,3,561216,1683648,Web
2025-537,144,2025-04-21,6,4,589250,2357000,App
2025-538,220,2025-03-21,4,3,11577,34731,Web
2025-539,191,2025-06-22,5,3,238506,715518,App
2025-540,34,2025-02-05,1,2,599719,1199438,App
2025-541,215,2025-05-14,5,2,327336,654672,Tienda Física
2025-542,174,2025-06-01,3,2,709774,1419548,Tienda Física
2025-543,284,2025-03-16,6,1,409437,409437,Tienda Física
2025-544,90,2025-06-25,5,2,126582,253164,App
2025-545,179,2025-10-03,6,3,105558,316674,Web
2025-546,109,2025-06-06,6,4,727186,2908744,App
2025-547,237,2025-04-14,3,1,585194,585194,App
2025-548,172,2025-03-28,1,3,80474,241422,App
2025-549,178,2025-03-04,4,1,556792,556792,Tienda Física
2025-550,209,2025-08-15,5,4,507666,2030664,Tienda Física
2025-551,99,2025-04-26,6,3,306303,918909,Web
2025-552,95,2025-09-30,4,4,382339,1529356,Tienda Física
2025-553,50,2025-07-25,2,3,504670,1514010,App
2025-554,27,2025-09-28,2,4,708614,2834456,Tienda Física
2025-555,190,2025-02-16,5,1,502503,502503,Web
2025-556,256,2025-08-10,4,1,360988,360988,Web
2025-557,34,2025-03-20,4,2,428680,857360,Web
2025-558,98,2025-03-23,6,3,146668,440004,Tienda Física
2025-559,192,2025-09-10,1,2,618269,1236538,Tienda Física
2025-560,209,2025-12-23,6,1,660807,660807,App
2025-561,93,2025-12-06,5,1,662020,662020,App
2025-562,291,2025-09-29,2,2,115072,230144,Tienda Física
2025-563,273,2025-12-02,2,3,702353,2107059,Web
2025-564,81,2025-11-21,5,4,778447,3113788,Tienda Física
2025-565,105,2025-06-14,1,1,76985,76985,Web
2025-566,265,2025-12-29,4,2,565839,1131678,App
2025-567,278,2025-06-11,5,2,663841,1327682,Tienda Física
2025-568,97,2025-01-01,4,4,33834,135336,Tienda Física
2025-569,59,2025-02-01,1,4,544633,2178532,Web
2025-570,228,2025-07-07,6,2,277727,555454,App
2025-571,87,2025-12-28,1,1,480455,480455,App
2025-572,182,2025-04-23,5,3,223286,669858,Web
2025-573,79,2025-05-26,6,3,244337,733011,App
2025-574,196,2025-11-19,2,2,755222,1510444,App
2025-575,193,2025-03-09,6,1,476995,476995,App
2025-576,285,2025-11-30,1,3,699995,2099985,App
2025-577,184,2025-06-28,6,4,364835,1459340,Tienda Física
2025-578,65,2025-07-01,1,1,735527,735527,Tienda Física
2025-579,83,2025-11-15,1,3,214603,643809,Tienda Física
2025-580,62,2025-10-13,5,2,119779,239558,App
2025-581,42,2025-04-08,1,3,733055,2199165,App
2025-582,247,2025-05-02,1,2,391325,782650,Tienda Física
2025-583,207,2025-04-20,6,3,615751,1847253,Tienda Física
2025-584,57,2025-10-18,2,1,74384,74384,Web
2025-585,198,2025-11-17,3,1,589802,589802,Web
2025-586,16,2025-03-02,6,4,557353,2229412,Web
2025-587,100,2025-03-15,3,1,202376,202376,Tienda Física
2025-588,23,2025-06-30,4,3,442941,1328823,Web
2025-589,206,2025-03-19,3,2,379673,759346,App
2025-590,125,2025-03-22,5,4,241237,964948,App
2025-591,288,2025-12-27,4,1,59589,59589,Tienda Física
2025-592,58,2025-07-17,3,2,223893,447786,Web
2025-593,97,2025-10-06,2,1,366742,366742,Tienda Física
2025-594,44,2025-01-27,2,1,574174,574174,Web
2025-595,55,2025-07-11,3,1,635732,635732,Web
2025-596,130,2025-02-24,2,1,375391,375391,Tienda Física
2025-597,294,2025-04-29,6,1,275369,275369,Tienda Física
2025-598,79,2025-03-08,5,2,384368,768736,Web
2025-599,169,2025-05-31,3,2,131118,262236,App
2025-600,43,2025-04-15,1,1,93123,93123,App
2025-601,103,2025-01-10,2,2,395693,791386,Web
2025-602,126,2025-07-28,1,2,777166,1554332,Tienda Física
2025-603,170,2025-11-03,4,4,379359,1517436,Web
2025-604,32,2025-01-15,6,3,92203,276609,Web
2025-605,187,2025-05-10,4,2,607190,1214380,Web
2025-606,271,2025-03-30,4,2,58639,117278,Tienda Física
2025-607,203,2025-03-15,1,1,192447,192447,Tienda Física
2025-608,117,2025-06-15,1,1,354407,354407,App
2025-609,120,2025-04-07,1,4,790516,3162064,Web
2025-610,130,2025-12-18,1,4,312039,1248156,Web
2025-611,273,2025-04-27,2,4,101229,404916,App
2025-612,203,2025-12-07,5,2,617132,1234264,App
2025-613,274,2025-02-11,4,1,43324,43324,App
2025-614,17,2025-03-14,6,1,698284,698284,Tienda Física
2025-615,132,2025-12-04,3,4,525447,2101788,Tienda Física
2025-616,107,2025-04-18,1,1,763818,763818,Tienda Física
2025-617,247,2025-01-19,2,4,352553,1410212,Web
2025-618,154,2025-06-03,6,4,131169,524676,Web
2025-619,131,2025-10-25,3,1,696059,696059,Web
2025-620,76,2025-06-26,3,3,688960,2066880,Tienda Física
2025-621,154,2025-12-21,4,4,329348,1317392,App
2025-622,263,2025-02-15,6,4,721567,2886268,Web
2025-623,129,2025-02-18,1,2,39813,79626,App
2025-624,200,2025-06-06,4,2,309155,618310,Tienda Física
2025-625,233,2025-11-30,3,2,710614,1421228,Web
2025-626,26,2025-05-01,5,4,733906,2935624,Web
2025-627,2,2025-04-18,6,1,35739,35739,App
2025-628,44,2025-09-26,6,4,45709,182836,App
2025-629,236,2025-10-09,5,4,239167,956668,App
2025-630,234,2025-03-28,5,3,539787,1619361,App
2025-631,84,2025-10-03,3,2,670354,1340708,Tienda Física
2025-632,268,2025-10-23,2,4,304499,1217996,App
2025-633,272,2025-12-05,2,4,126220,504880,App
2025-634,134,2025-07-11,4,2,13089,26178,Tienda Física
2025-635,246,2025-08-10,5,3,378615,1135845,Tienda Física
2025-636,48,2025-01-19,6,4,99242,396968,Web
2025-637,107,2025-12-23,3,1,770330,770330,Tienda Física
2025-638,192,2025-03-10,5,1,308254,308254,Tienda Física
2025-639,93,2025-01-17,2,1,207780,207780,Web
2025-640,267,2025-11-24,2,4,411954,1647816,Tienda Física
2025-641,14,2025-01-14,2,4,10363,41452,Tienda Física
2025-642,238,2025-02-03,1,2,55689,111378,Web
2025-643,145,2025-08-11,3,1,789110,789110,App
2025-644,106,2025-03-26,6,1,406419,406419,App
2025-645,197,2025-01-19,2,4,31584,126336,App
2025-646,262,2025-05-05,3,3,390350,1171050,Web
2025-647,140,2025-11-25,2,4,419337,1677348,Tienda Física
2025-648,124,2025-11-05,4,2,694500,1389000,Web
2025-649,253,2025-01-14,6,2,623332,1246664,App
2025-650,149,2025-08-24,2,2,37302,74604,Tienda Física
2025-651,135,2025-05-09,2,2,404485,808970,Web
2025-652,44,2025-03-27,4,2,550022,1100044,App
2025-653,145,2025-02-20,2,2,674471,1348942,Tienda Física
2025-654,266,2025-04-30,5,4,681813,2727252,Web
2025-655,57,2025-02-08,1,3,187169,561507,Web
2025-656,244,2025-12-18,4,4,585770,2343080,App
2025-657,110,2025-06-29,2,4,644649,2578596,Web
2025-658,279,2025-08-14,1,4,649207,2596828,App
2025-659,287,2025-03-05,1,1,688145,688145,App
2025-660,175,2025-08-17,2,4,456242,1824968,Tienda Física
2025-661,246,2025-04-20,6,4,147799,591196,Web
2025-662,30,2025-06-21,5,2,444352,888704,Tienda Física
2025-663,194,2025-07-05,2,4,121776,487104,Tienda Física
2025-664,13,2025-10-23,1,4,168761,675044,Tienda Física
2025-665,210,2025-08-17,6,3,215753,647259,Tienda Física
2025-666,251,2025-11-06,1,4,358951,1435804,App
2025-667,18,2025-02-26,5,2,97453,194906,App
2025-668,13,2025-12-05,5,3,733559,2200677,Tienda Física
2025-669,186,2025-09-07,4,2,692954,1385908,App
2025-670,77,2025-09-15,5,3,533225,1599675,Tienda Física
2025-671,254,2025-07-07,1,4,15636,62544,Tienda Física
2025-672,169,2025-06-30,6,2,10654,21308,App
2025-673,248,2025-05-07,4,4,676978,2707912,Tienda Física
2025-674,143,2025-08-28,4,1,168272,168272,Tienda Física
2025-675,108,2025-01-26,5,1,652710,652710,Web
2025-676,237,2025-08-25,1,3,445686,1337058,Web
2025-677,151,2025-05-03,6,1,66116,66116,App
2025-678,90,2025-12-23,1,4,151835,607340,Web
2025-679,244,2025-07-01,4,4,616306,2465224,Web
2025-680,226,2025-11-29,2,1,454783,454783,App
2025-681,78,2025-03-16,2,2,2791624,5583248,Web
2025-682,33,2025-03-12,1,4,357236,1428944,Tienda Física
2025-683,74,2025-06-20,1,3,98741,296223,Tienda Física
2025-684,261,2025-08-09,3,2,227394,454788,App
2025-685,4,2025-12-17,2,4,640759,2563036,Web
2025-686,215,2025-04-08,4,1,649548,649548,Web
2025-687,146,2025-03-04,1,3,280561,841683,Web
2025-688,260,2025-12-15,1,3,493761,1481283,Tienda Física
2025-689,28,2025-06-19,4,4,545620,2182480,App
2025-690,234,2025-01-01,2,1,356479,356479,Tienda Física
2025-691,174,2025-06-19,6,3,263017,789051,Web
2025-692,294,2025-05-30,4,1,384842,384842,Web
2025-693,199,2025-08-03,2,1,3054405,3054405,Tienda Física
2025-694,239,2025-06-17,3,3,636614,1909842,Web
2025-695,80,2025-07-04,5,3,443603,1330809,App
2025-696,195,2025-08-02,1,2,506753,1013506,Web
2025-697,242,2025-05-04,1,4,683078,2732312,Web
2025-698,196,2025-12-17,4,3,50633,151899,Tienda Física
2025-699,246,2025-03-25,4,4,714676,2858704,Web
2025-700,145,2025-02-06,5,3,329532,988596,App
2025-701,206,2025-03-03,4,4,220387,881548,Tienda Física
2025-702,7,2025-09-06,4,1,525578,525578,App
2025-703,194,2025-11-21,2,4,538425,2153700,Web
2025-704,231,2025-01-10,6,3,306379,919137,Tienda Física
2025-705,193,2025-04-02,1,3,734045,2202135,Web
2025-706,30,2025-08-01,1,1,797600,797600,Web
2025-707,58,2025-07-04,6,3,447043,1341129,Web
2025-708,296,2025-06-15,3,3,242931,728793,App
2025-709,161,2025-05-21,6,4,321741,1286964,Web
2025-710,43,2025-10-19,2,4,218137,872548,Tienda Física
2025-711,262,2025-11-09,1,3,538313,1614939,Tienda Física
2025-712,21,2025-04-02,6,3,567749,1703247,Web
2025-713,156,2025-01-05,5,2,483006,966012,App
2025-714,57,2025-04-03,3,4,83568,334272,Web
2025-715,237,2025-10-04,3,1,190775,190775,Tienda Física
2025-716,153,2025-05-07,5,2,784124,1568248,Tienda Física
2025-717,172,2025-04-19,2,1,261063,261063,Tienda Física
2025-718,198,2025-03-28,1,1,597073,597073,Tienda Física
2025-719,211,2025-04-28,2,2,503896,1007792,Web
2025-720,283,2025-09-15,6,4,711458,2845832,Web
2025-721,246,2025-09-08,1,3,558387,1675161,Web
2025-722,197,2025-06-07,4,4,782291,3129164,Tienda Física
2025-723,152,2025-01-14,5,2,228168,456336,Tienda Física
2025-724,268,2025-07-29,1,2,780391,1560782,Tienda Física
2025-725,99,2025-10-06,1,1,160862,160862,Web
2025-726,271,2025-07-07,5,3,323045,969135,Tienda Física
2025-727,211,2025-03-17,4,1,29156,29156,Web
2025-728,109,2025-05-09,2,3,241226,723678,App
2025-729,103,2025-12-08,2,4,747197,2988788,Tienda Física
2025-730,220,2025-01-18,3,3,502508,1507524,App
2025-731,72,2025-11-06,6,2,424627,849254,App
2025-732,38,2025-07-20,6,4,789518,3158072,Tienda Física
2025-733,35,2025-03-23,5,2,660971,1321942,App
2025-734,4,2025-06-16,4,4,3601207,14404828,App
2025-735,235,2025-07-25,6,3,168998,506994,Web
2025-736,166,2025-11-07,4,3,255847,767541,Web
2025-737,1,2025-05-15,1,3,237467,712401,App
2025-738,133,2025-04-18,2,2,625781,1251562,Tienda Física
2025-739,146,2025-03-15,6,4,637907,2551628,Tienda Física
2025-740,297,2025-09-09,3,3,501638,1504914,App
2025-741,198,2025-02-14,2,3,149133,447399,App
2025-742,44,2025-09-28,6,2,280001,560002,Web
2025-743,3,2025-08-02,6,2,546114,1092228,Tienda Física
2025-744,93,2025-06-25,1,3,347164,1041492,App
2025-745,4,2025-05-18,1,4,714133,2856532,Tienda Física
2025-746,219,2025-07-24,3,1,217383,217383,App
2025-747,4,2025-06-01,3,3,391186,1173558,Web
2025-748,168,2025-06-25,6,3,295291,885873,Web
2025-749,296,2025-11-20,6,2,633756,1267512,Tienda Física
2025-750,262,2025-09-30,4,4,501874,2007496,Web
2025-751,258,2025-09-06,5,4,51025,204100,Tienda Física
2025-752,22,2025-04-17,3,3,758987,2276961,App
2025-753,216,2025-03-10,4,3,283958,851874,Web
2025-754,297,2025-11-09,5,1,279579,279579,Web
2025-755,120,2025-12-19,1,4,259717,1038868,Web
2025-756,35,2025-09-16,5,2,216717,433434,Tienda Física
2025-757,117,2025-07-03,2,2,457603,915206,App
2025-758,67,2025-07-19,3,1,260694,260694,Web
2025-759,66,2025-03-11,1,3,577827,1733481,Web
2025-760,226,2025-07-18,1,1,123034,123034,App
2025-761,91,2025-08-26,6,2,422289,844578,App
2025-762,89,2025-12-01,4,1,423532,423532,Web
2025-763,49,2025-02-21,1,2,580993,1161986,Tienda Física
2025-764,133,2025-10-01,6,2,647300,1294600,Web
2025-765,243,2025-11-16,2,3,506297,1518891,Tienda Física
2025-766,176,2025-10-27,2,3,114672,344016,App
2025-767,163,2025-04-08,4,2,495725,991450,Web
2025-768,169,2025-11-11,5,3,547691,1643073,Web
2025-769,231,2025-10-28,4,4,173004,692016,Tienda Física
2025-770,128,2025-01-07,2,3,174404,523212,Tienda Física
2025-771,38,2025-08-14,5,3,305135,915405,App
2025-772,48,2025-12-17,3,1,235461,235461,Web
2025-773,179,2025-02-08,4,2,541458,1082916,Web
2025-774,11,2025-04-07,6,2,48090,96180,Tienda Física
2025-775,21,2025-02-08,6,2,702289,1404578,Tienda Física
2025-776,164,2025-04-21,2,3,548304,1644912,Tienda Física
2025-777,99,2025-10-18,4,3,242320,726960,Web
2025-778,43,2025-03-25,3,3,415377,1246131,App
2025-779,126,2025-03-10,1,2,142283,284566,App
2025-780,189,2025-01-10,2,4,57779,231116,App
2025-781,85,2025-02-18,6,4,387218,1548872,App
2025-782,218,2025-07-08,5,1,316521,316521,App
2025-783,255,2025-08-24,2,4,156692,626768,App
2025-784,271,2025-05-03,1,4,122036,488144,Tienda Física
2025-785,47,2025-12-17,5,4,673759,2695036,Tienda Física
2025-786,235,2025-05-29,2,2,53162,106324,App
2025-787,90,2025-07-05,6,3,96373,289119,App
2025-788,217,2025-09-21,1,1,136150,136150,App
2025-789,21,2025-07-19,3,2,361060,722120,App
2025-790,31,2025-09-06,5,4,71192,284768,Tienda Física
2025-791,94,2025-06-03,2,1,686341,686341,Web
2025-792,37,2025-12-08,1,4,500588,2002352,App
2025-793,166,2025-06-08,6,1,348144,348144,Web
2025-794,73,2025-09-06,3,4,36572,146288,App
2025-795,29,2025-11-01,3,4,201303,805212,Tienda Física
2025-796,221,2025-02-11,2,4,467576,1870304,Tienda Física
2025-797,58,2025-10-29,2,1,520874,520874,Web
2025-798,87,2025-11-26,2,4,178600,714400,App
2025-799,125,2025-03-08,6,1,264265,264265,App
2025-800,53,2025-03-07,2,2,494353,988706,App
2025-801,293,2025-04-13,4,1,546512,546512,Web
2025-802,251,2025-04-27,4,1,476690,476690,App
2025-803,216,2025-10-28,2,1,200912,200912,Tienda Física
2025-804,35,2025-01-24,4,4,714463,2857852,Tienda Física
2025-805,243,2025-07-26,1,2,777754,1555508,Web
2025-806,218,2025-04-25,4,3,163412,490236,Tienda Física
2025-807,75,2025-04-13,1,2,118721,237442,Tienda Física
2025-808,39,2025-09-16,4,3,372544,1117632,App
2025-809,161,2025-12-23,2,1,687758,687758,Tienda Física
2025-810,132,2025-10-03,2,1,690611,690611,Web
2025-811,1,2025-07-07,3,4,306952,1227808,Tienda Física
2025-812,217,2025-03-21,2,3,732496,2197488,Web
2025-813,128,2025-11-03,6,4,518522,2074088,Web
2025-814,181,2025-12-22,4,4,643123,2572492,Web
2025-815,169,2025-01-22,2,1,187763,187763,Tienda Física
2025-816,47,2025-02-08,5,2,346473,692946,Web
2025-817,273,2025-12-02,4,3,506712,1520136,Tienda Física
2025-818,49,2025-04-11,2,4,30655,122620,App
2025-819,59,2025-12-19,3,2,676470,1352940,App
2025-820,2,2025-08-31,1,3,711562,2134686,Web
2025-821,82,2025-05-24,4,4,99846,399384,Tienda Física
2025-822,106,2025-02-01,2,3,329849,989547,Web
2025-823,100,2025-05-26,1,2,434632,869264,Web
2025-824,114,2025-05-23,6,4,453049,1812196,Web
2025-825,260,2025-03-23,2,1,440000,440000,Tienda Física
2025-826,208,2025-03-16,6,3,730882,2192646,App
2025-827,62,2025-12-28,6,1,39545,39545,App
2025-828,255,2025-01-20,2,4,365288,1461152,Web
2025-829,196,2025-12-19,4,4,194100,776400,App
2025-830,236,2025-03-10,5,1,674607,674607,Web
2025-831,126,2025-03-08,6,2,172434,344868,App
2025-832,185,2025-09-10,6,1,88209,88209,App
2025-833,3,2025-03-09,1,3,158620,475860,Tienda Física
2025-834,163,2025-11-07,1,2,11468,22936,App
2025-835,297,2025-06-21,4,3,235409,706227,App
2025-836,110,2025-03-10,2,2,385595,771190,App
2025-837,256,2025-11-08,3,3,577256,1731768,App
2025-838,286,2025-03-12,6,2,574790,1149580,Tienda Física
2025-839,3,2025-01-26,1,2,205991,411982,Web
2025-840,198,2025-10-26,4,2,665152,1330304,App
2025-841,204,2025-01-11,2,2,520609,1041218,Web
2025-842,100,2025-04-14,4,2,719163,1438326,App
2025-843,181,2025-07-06,6,2,223482,446964,Tienda Física
2025-844,30,2025-09-21,2,1,438910,438910,Web
2025-845,115,2025-10-03,1,3,162324,486972,Tienda Física
2025-846,207,2025-11-24,3,3,793258,2379774,App
2025-847,27,2025-07-09,3,4,722625,2890500,App
2025-848,167,2025-07-07,1,1,296674,296674,Web
2025-849,97,2025-01-16,2,4,309531,1238124,Web
2025-850,106,2025-08-08,5,1,411072,411072,App
2025-851,133,2025-01-22,5,4,348592,1394368,Tienda Física
2025-852,279,2025-12-19,3,2,675329,1350658,Web
2025-853,286,2025-10-09,5,3,291504,874512,App
2025-854,176,2025-08-29,6,2,44160,88320,App
2025-855,46,2025-02-19,6,2,620961,1241922,Tienda Física
2025-856,72,2025-11-26,1,3,422857,1268571,App
2025-857,150,2025-09-03,6,2,423606,847212,Tienda Física
2025-858,278,2025-02-20,2,1,659868,659868,Web
2025-859,233,2025-07-02,3,1,75614,75614,App
2025-860,269,2025-08-14,3,2,793077,1586154,Tienda Física
2025-861,120,2025-11-22,1,3,471122,1413366,App
2025-862,103,2025-11-25,4,4,358292,1433168,Tienda Física
2025-863,139,2025-05-01,6,4,353130,1412520,Tienda Física
2025-864,29,2025-07-29,4,1,545848,545848,App
2025-865,293,2025-06-22,3,2,628634,1257268,Tienda Física
2025-866,174,2025-01-29,3,4,158469,633876,Tienda Física
2025-867,42,2025-10-26,2,1,154575,154575,Tienda Física
2025-868,258,2025-06-01,2,2,11906,23812,App
2025-869,29,2025-07-14,2,2,349711,699422,Web
2025-870,294,2025-03-28,5,1,170576,170576,Web
2025-871,283,2025-12-28,3,2,471823,943646,Web
2025-872,17,2025-05-07,3,4,700681,2802724,Tienda Física
2025-873,76,2025-08-19,4,2,159805,319610,App
2025-874,215,2025-06-07,5,1,489498,489498,Web
2025-875,99,2025-12-13,1,2,374446,748892,Web
2025-876,94,2025-06-23,5,3,704491,2113473,Tienda Física
2025-877,11,2025-12-09,1,2,602610,1205220,App
2025-878,101,2025-01-21,2,1,109244,109244,Web
2025-879,20,2025-09-12,5,2,420259,840518,App
2025-880,25,2025-05-01,2,2,621650,1243300,Web
2025-881,1,2025-11-03,5,1,631458,631458,Web
2025-882,291,2025-11-28,6,1,542245,542245,Tienda Física
2025-883,205,2025-07-04,6,3,413923,1241769,Tienda Física
2025-884,69,2025-04-14,6,1,638935,638935,App
2025-885,212,2025-01-16,2,4,75867,303468,Web
2025-886,39,2025-03-30,6,4,631535,2526140,App
2025-887,216,2025-10-30,4,1,375543,375543,App
2025-888,178,2025-03-18,4,3,4543628,13630884,App
2025-889,15,2025-10-19,1,3,382949,1148847,Web
2025-890,280,2025-11-01,2,3,694547,2083641,App
2025-891,60,2025-11-07,3,4,180457,721828,App
2025-892,29,2025-05-31,5,2,105310,210620,Web
2025-893,289,2025-06-02,5,1,779302,779302,Web
2025-894,186,2025-04-03,4,2,261666,523332,Web
2025-895,77,2025-05-31,6,2,66096,132192,Tienda Física
2025-896,18,2025-03-14,1,4,89888,359552,Tienda Física
2025-897,219,2025-11-22,3,4,674164,2696656,App
2025-898,84,2025-07-15,2,2,278116,556232,Tienda Física
2025-899,218,2025-09-10,6,3,54912,164736,Tienda Física
2025-900,272,2025-08-15,2,4,497947,1991788,Tienda Física
2025-901,241,2025-01-21,2,3,659443,1978329,Web
2025-902,288,2025-10-24,6,4,310314,1241256,Web
2025-903,66,2025-05-17,4,1,670284,670284,App
2025-904,259,2025-04-13,1,3,80400,241200,Web
2025-905,198,2025-10-28,2,3,151774,455322,Web
2025-906,26,2025-05-01,6,2,570309,1140618,Tienda Física
2025-907,255,2025-05-02,3,3,263724,791172,App
2025-908,224,2025-09-30,6,4,659983,2639932,App
2025-909,24,2025-04-19,6,3,175912,527736,Tienda Física
2025-910,288,2025-04-26,2,2,627508,1255016,App
2025-911,137,2025-08-15,4,2,103650,207300,App
2025-912,53,2025-12-14,3,3,26138,78414,Tienda Física
2025-913,100,2025-03-28,3,4,39086,156344,Tienda Física
2025-914,101,2025-06-14,5,2,750970,1501940,App
2025-915,130,2025-03-25,4,4,722917,2891668,App
2025-916,166,2025-10-06,3,2,578178,1156356,Tienda Física
2025-917,194,2025-05-03,5,3,651462,1954386,App
2025-918,50,2025-04-28,2,3,739992,2219976,Tienda Física
2025-919,191,2025-12-30,4,3,138692,416076,Tienda Física
2025-920,78,2025-03-16,1,1,108185,108185,Tienda Física
2025-921,15,2025-07-30,6,1,13771,13771,App
2025-922,151,2025-05-21,5,4,659179,2636716,App
2025-923,9,2025-05-01,3,3,87924,263772,Web
2025-924,146,2025-12-19,3,1,293135,293135,Web
2025-925,43,2025-04-05,2,2,663525,1327050,App
2025-926,67,2025-04-10,4,1,503377,503377,App
2025-927,135,2025-08-10,4,2,49339,98678,App
2025-928,262,2025-10-10,2,4,2484427,9937708,App
2025-929,290,2025-06-17,3,2,395781,791562,Web
2025-930,274,2025-02-13,4,1,63915,63915,Tienda Física
2025-931,162,2025-08-22,3,4,4009386,16037544,App
2025-932,284,2025-07-29,6,2,554475,1108950,App
2025-933,118,2025-08-25,5,4,525971,2103884,Tienda Física
2025-934,100,2025-09-18,1,1,527473,527473,App
2025-935,103,2025-03-04,2,1,246836,246836,App
2025-936,7,2025-05-07,4,3,107469,322407,Tienda Física
2025-937,53,2025-08-30,6,4,408825,1635300,App
2025-938,112,2025-01-07,6,4,240596,962384,Tienda Física
2025-939,223,2025-09-07,4,3,740351,2221053,Tienda Física
2025-940,263,2025-07-08,6,2,786041,1572082,Tienda Física
2025-941,58,2025-01-09,3,2,68408,136816,Web
2025-942,234,2025-10-08,4,2,127798,255596,Tienda Física
2025-943,27,2025-04-14,2,3,320258,960774,Tienda Física
2025-944,255,2025-10-11,5,3,481022,1443066,App
2025-945,240,2025-12-05,6,2,519698,1039396,Web
2025-946,105,2025-09-15,4,2,144917,289834,Tienda Física
2025-947,251,2025-08-09,3,2,653784,1307568,Tienda Física
2025-948,258,2025-12-15,1,2,207345,414690,Tienda Física
2025-949,200,2025-12-23,6,4,454256,1817024,Tienda Física
2025-950,6,2025-08-24,5,3,423151,1269453,Tienda Física
2025-951,257,2025-08-23,4,1,461069,461069,Web
2025-952,273,2025-09-21,1,2,296305,592610,Web
2025-953,87,2025-08-30,5,2,775523,1551046,App
2025-954,281,2025-11-19,4,2,34502,69004,App
2025-955,152,2025-10-29,6,3,331199,993597,Tienda Física
2025-956,235,2025-06-12,1,2,177973,355946,App
2025-957,219,2025-12-14,2,4,82782,331128,Tienda Física
2025-958,273,2025-06-10,6,4,658565,2634260,Web
2025-959,9,2025-10-16,4,1,636652,636652,Web
2025-960,186,2025-12-07,5,2,796167,1592334,Tienda Física
2025-961,121,2025-05-21,1,4,219720,878880,Tienda Física
2025-962,10,2025-08-21,3,3,570139,1710417,App
2025-963,177,2025-06-26,1,3,601293,1803879,App
2025-964,164,2025-02-08,5,2,693725,1387450,Tienda Física
2025-965,56,2025-04-28,4,1,641581,641581,Tienda Física
2025-966,180,2025-12-24,3,3,239171,717513,Tienda Física
2025-967,22,2025-11-27,1,2,97132,194264,Tienda Física
2025-968,103,2025-01-07,3,3,510585,1531755,App
2025-969,240,2025-03-31,1,1,695388,695388,Tienda Física
2025-970,292,2025-12-11,4,1,409489,409489,Web
2025-971,93,2025-04-24,4,4,358058,1432232,Tienda Física
2025-972,223,2025-08-20,1,4,712121,2848484,Web
2025-973,201,2025-01-23,6,3,592296,1776888,Web
2025-974,85,2025-04-19,5,4,201285,805140,Web
